"callret-0"	"c1l"	"c2l"	"c3l"	"c4l"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"Service Transition"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"Service Transition"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"Storage Service"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"Storage Service"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"Strategic Alignment"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"Strategic Alignment"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"Strategic HIS Directing"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"Strategic HIS Directing"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"Strategic HIS Monitoring"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"Strategic HIS Monitoring"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"Strategic HIS Planning"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"Strategic HIS Planning"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"Strategic Information Management"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"Strategic Information Management"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"System Analysis"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"System Analysis"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"Transaction Management"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"Transaction Management"
"What function component Tactical Information Management?"	"Information Management"	"Acquire and Implement"	"Acquire and Implement"	"User Requirements Analysis"
"What function component Tactical Information Management?"	"Information Management Function"	"Acquire and Implement"	"Acquire and Implement"	"User Requirements Analysis"
"What is needed for Application Component?"	"Physical Data Processing System"	"reliable physical data processing system"	"secure physical data processing system"	"Server Cluster"
"What is needed for Application Component?"	"Physical Data Processing System"	"reliable physical data processing system"	"secure physical data processing system"	"Storage Medium"
"What is needed for Application Component?"	"Physical Data Processing System"	"reliable physical data processing system"	"secure physical data processing system"	"Technical Metamodel"
"What increases Data Integration?"	"HL7 CDA"	"HL7 Version 3"	"Information Management Entity Type"	"Semantic Integration"
"What supports Enterprise Function?"	"Application Component"	"Computer-Based Application Component"	"Heterogeneity of the HIS Architecture"	"Technical Metamodel"
"What supports Hospital Function?"	"Computer-Based Application Component"	"Computerized Physician Order Entry System"	"Data Warehouse System"	"Teleradiology System"
"What supports Hospital Function?"	"Computer-Based Application Component"	"Computerized Physician Order Entry System"	"Data Warehouse System"	"Video Conferencing System"
"What supports Integrated Care?"	"Integrated Care Network"	"Integrated Health Care Delivery System"	"Nursing Center"	"Rehabilitation Center"
"What uses Order?"	"Appointment Scheduling"	"Order Entry"	"Patient Admission"	"Scheduling and Resource Allocation"
"What uses Patient?"	"Appointment Scheduling"	"Order Entry"	"Patient Admission"	"Scheduling and Resource Allocation"
"What uses Resource?"	"Project Execution"	"Project Monitoring"	"System Analysis"	"System Introduction"
"What uses Resource?"	"Project Execution"	"Project Monitoring"	"System Analysis"	"System Selection"
"What uses Resource?"	"Project Execution"	"Project Monitoring"	"System Analysis"	"System Specification"
"What uses Resource?"	"Project Execution"	"Project Monitoring"	"System Analysis"	"Tactical Information Management"
"What uses Transfer?"	"Appointment Scheduling"	"Order Entry"	"Patient Admission"	"Scheduling and Resource Allocation"
"What uses Bed Occupation?"	"Human Resource Management"	"Operational Information Management"	"Payroll Accounting"	"Work Organization and Time Management"
"What updates Patient?"	"Appointment Scheduling"	"Order Entry"	"Patient Admission"	"Scheduling and Resource Allocation"
"What updates Application Component?"	"Project Execution"	"Project Monitoring"	"System Analysis"	"System Introduction"
"What updates Application Component?"	"Project Execution"	"Project Monitoring"	"System Analysis"	"System Selection"
"What updates Medical Procedure?"	"Appointment Scheduling"	"Order Entry"	"Patient Admission"	"Scheduling and Resource Allocation"
"What updates Physical Data Processing System?"	"Project Execution"	"Project Monitoring"	"System Analysis"	"System Selection"
"What updates Physical Data Processing System?"	"Project Execution"	"Project Monitoring"	"System Analysis"	"Tactical Information Management"
"What entity type component Diagnosis?"	"Computer-Based Nursing Form"	"Patient Care Entity Type"	"Personal Hygiene"	"Social Contact"
"What entity type component Diagnosis?"	"Patient History"	"Patient Record"	"Procedure Class"	"Social History"
"What entity type component Diagnosis?"	"Patient History"	"Patient Record"	"Procedure Class"	"Systems Review"
"What entity type component Diet?"	"Nursing Report"	"Patient Activity Level"	"Patient Care Entity Type"	"Wound Care"
"What entity type component Finding?"	"Medical Report"	"Microbiology Report"	"Pathology Report"	"Radiology Report"
"What entity type component Finding?"	"Medical Report"	"Microbiology Report"	"Pathology Report"	"Recommendations for Further Treatment"
"What entity type component Finding?"	"Medical Report"	"Microbiology Report"	"Pathology Report"	"Therapeutic Procedure"
"What entity type component Finding?"	"Patient History"	"Patient Record"	"Procedure Class"	"Social History"
"What entity type component Finding?"	"Patient History"	"Patient Record"	"Procedure Class"	"Systems Review"
"What entity type component Nutrition?"	"Computer-Based Nursing Form"	"Patient Care Entity Type"	"Personal Hygiene"	"Therapeutic Procedure"
